Bb,0.12373371924746744
A,0.007959479015918957
Ab,0.055716353111432707
B,0.00361794500723589
Bbmin,0.013024602026049204
C,0.16859623733719248
D,0.016642547033285094
E,0.002894356005788712
F,0.1837916063675832
G,0.085383502170767
Gmin,0.019536903039073805
Emin,0.008683068017366137
G#min,0.001447178002894356
Fmin,0.02604920405209841
Amin,0.019536903039073805
Dmin,0.02894356005788712
Bmin,0.005065123010130246
Cmin,0.03979739507959479
Ebmin,0.007959479015918957
C#min,0.002894356005788712
Gb,7.23589001447178E-4
Eb,0.15050651230101303
Db,0.026772793053545588
F#min,7.23589001447178E-4
