Bb,Bbmaj7/F,0.005847953216374269
Bb,G7b5,0.005847953216374269
Bb,Ebmaj7#11,0.005847953216374269
Bb,Cm7/F,0.005847953216374269
Bb,Gm,0.011695906432748537
Bb,Ebmaj7,0.029239766081871343
Bb,B9#11,0.005847953216374269
Bb,G7,0.005847953216374269
Bb,Eb7#11,0.005847953216374269
Bb,Bb7,0.14035087719298245
Bb,Bb6,0.15204678362573099
Bb,Eb7,0.005847953216374269
Bb,Bb13,0.005847953216374269
Bb,Bb,0.06432748538011696
Bb,Cm7b5,0.011695906432748537
Bb,Fmaj7,0.005847953216374269
Bb,Cm7,0.05263157894736842
Bb,Em7,0.011695906432748537
Bb,Dm7,0.005847953216374269
Bb,Em9,0.005847953216374269
Bb,Gm7,0.029239766081871343
Bb,F7,0.005847953216374269
Bb,D7,0.005847953216374269
Bb,Bbmaj7,0.391812865497076
Bb,Bbmaj7#11,0.005847953216374269
Bb,Am7b5,0.005847953216374269
Bb,Bb69,0.005847953216374269
Bb,Em7b5,0.005847953216374269
A,E7,0.09090909090909091
A,Amaj7,0.45454545454545453
A,E,0.09090909090909091
A,A7,0.18181818181818182
A,Bbmaj7#11,0.09090909090909091
A,A/E,0.09090909090909091
Ab,Ab,0.07792207792207792
Ab,Abmaj7,0.22077922077922077
Ab,D7sus,0.012987012987012988
Ab,Fm,0.03896103896103896
Ab,Bbm7/Eb,0.012987012987012988
Ab,Dm7,0.012987012987012988
Ab,Ab7sus,0.012987012987012988
Ab,Dm7b5,0.025974025974025976
Ab,F7,0.03896103896103896
Ab,Fm7,0.1038961038961039
Ab,D7,0.012987012987012988
Ab,Ab6,0.025974025974025976
Ab,Abm7,0.012987012987012988
Ab,Bbm7,0.15584415584415584
Ab,Bb7,0.07792207792207792
Ab,Bbm7b9,0.012987012987012988
Ab,Ab07,0.012987012987012988
Ab,Ab7,0.03896103896103896
Ab,Db7,0.025974025974025976
Ab,Dbmaj7#11,0.012987012987012988
Ab,Eb7,0.012987012987012988
Ab,Dbmaj7,0.03896103896103896
B,B7sus,0.2
B,C#m7,0.2
B,Bmaj7,0.2
B,B7#5,0.2
B,B7/A,0.2
Bbmin,,0.05555555555555555
Bbmin,Fm7,0.05555555555555555
Bbmin,Abm7,0.05555555555555555
Bbmin,Bbm7,0.3888888888888889
Bbmin,Bb7,0.05555555555555555
Bbmin,Bbm6,0.1111111111111111
Bbmin,Am7b5,0.05555555555555555
Bbmin,Ebmaj7,0.05555555555555555
Bbmin,Bbm/maj7,0.05555555555555555
Bbmin,Bbm,0.1111111111111111
C,Cmaj7,0.3905579399141631
C,E/F#,0.004291845493562232
C,Gm11,0.004291845493562232
C,Ebmaj7,0.012875536480686695
C,Cm,0.008583690987124463
C,Cmaj7/G,0.008583690987124463
C,Emaj7,0.004291845493562232
C,C7b9sus,0.004291845493562232
C,Bb13,0.004291845493562232
C,Amaj7,0.004291845493562232
C,E7#5,0.004291845493562232
C,D7sus,0.004291845493562232
C,Dm7,0.060085836909871244
C,F6,0.008583690987124463
C,F7,0.004291845493562232
C,Fm7,0.004291845493562232
C,Fmaj7#11,0.004291845493562232
C,Bbmaj7,0.004291845493562232
C,Bmaj7,0.004291845493562232
C,D7/A,0.004291845493562232
C,G7b9sus,0.004291845493562232
C,B,0.004291845493562232
C,C,0.060085836909871244
C,Ab7#11,0.004291845493562232
C,F,0.004291845493562232
C,C69,0.008583690987124463
C,Ebm7,0.004291845493562232
C,G,0.004291845493562232
C,Am,0.004291845493562232
C,G7,0.004291845493562232
C,C6,0.15450643776824036
C,C7,0.03862660944206009
C,Bbm7,0.004291845493562232
C,C7#9,0.004291845493562232
C,Gm7b5,0.012875536480686695
C,Abmaj7,0.008583690987124463
