Bb,Dbmaj7>C#m7,0.1
Bb,G7#9>Gb7,0.07142857142857142
Bb,A7b9>Cm7,0.14285714285714285
Bb,Cm7>Ebm7,0.01282051282051282
Bb,Gb7>Gb7,0.024390243902439025
Bb,Bb>G7#9,0.007518796992481203
Bb,Bm11>E7#9#11,0.5
Bb,Bbmaj7>B7,0.006896551724137931
Bb,Bbmaj7>Abm7,0.006896551724137931
Bb,D7#5>Db7,0.2
Bb,Dmaj7>Gm7,0.09090909090909091
Bb,Eb13>D7b13,0.2
Bb,Gbmaj7>Gb7,0.041666666666666664
Bb,D6>G7,0.09090909090909091
Bb,Cm7>Ebm6,0.008547008547008548
Bb,Bb6>B07,0.03194888178913738
Bb,Cm11>F7,0.14285714285714285
Bb,Ab7>Dm7,0.2184873949579832
Bb,Bb7#11>Eb7b9,0.5
Bb,C#m7>Cm7,0.08333333333333333
Bb,Bb6>Ab7#11,0.003194888178913738
Bb,F7#5>Am7,0.02702702702702703
Bb,C7#11>C7#11,0.3333333333333333
Bb,Bb13sus>Ab13sus,1.0
Bb,Cm7>B7b5,0.0014245014245014246
Bb,Cm7>Bb6,0.002849002849002849
Bb,Dm7>Bbm7,0.004608294930875576
Bb,A7#9>Dm7,0.14285714285714285
Bb,D7#5>G7b9,0.06666666666666667
Bb,Dbmaj7>Bbm7,0.05
Bb,Bbmaj7>C7,0.006896551724137931
Bb,Dm>Bb,0.25
Bb,E9>Ebmaj7,0.6666666666666666
Bb,Fmaj7>F6,0.08333333333333333
Bb,Bbmaj7>Bb,0.004597701149425287
Bb,C7#11>Cm7,0.1111111111111111
Bb,Cm7b5>F13b9,0.030303030303030304
Bb,F7alt>Bb6,1.0
Bb,C7>Cm11,0.00796812749003984
Bb,G07>F#m7,0.25
Bb,Cm7>Ab7#11,0.005698005698005698
Bb,Bb7#11>Bb7#11,0.5
Bb,Bb>F,0.015037593984962405
Bb,A7>Dm7b5,0.043478260869565216
Bb,Em11>Bbmaj7#11,0.25
Bb,Bb>C,0.007518796992481203
Bb,C7>Gm7,0.03187250996015936
Bb,Am7b5>D7,0.08888888888888889
Bb,Db6>Cm7,0.3333333333333333
Bb,Eb9>Dm7,0.6666666666666666
Bb,Gmaj7>Gm7,0.16666666666666666
Bb,Abmaj7>Db7,0.047619047619047616
Bb,Ebm6>Bbmaj7,0.3103448275862069
Bb,Gb7>Bbmaj7,0.024390243902439025
Bb,D7>Am7,0.017543859649122806
Bb,F#07>Gm7,1.0
Bb,C7>F7b9,0.00398406374501992
Bb,Bmaj7>Bm7,0.1
Bb,D6>D9,0.09090909090909091
Bb,Ebmaj7>C7,0.025
Bb,Fmaj7>F#07,0.25
Bb,Bb>Eb6,0.03007518796992481
Bb,Bbmaj7>G7#5,0.006896551724137931
Bb,Ebmaj7>Abm7b5,0.00625
Bb,Bbmaj7>G7#9,0.011494252873563218
Bb,Cm7>F#m7,0.0014245014245014246
Bb,Ebmaj7>C7b9,0.0125
Bb,Bbmaj7>A7,0.009195402298850575
Bb,D7b9>Ebmaj7,0.075
Bb,G7>Ebm7,0.006711409395973154
Bb,Db07>Cm7,0.8604651162790697
Bb,Db07>Cm6,0.06976744186046512
Bb,D7#9>G7b9sus,0.09523809523809523
Bb,G7>Am7b5,0.003355704697986577
Bb,Bmaj7>Cm7b5,0.15
Bb,Ebmaj7>Em7,0.00625
Bb,Ebmaj7>Em9,0.00625
